Test name	Type	timeMin	ReqCou	GrCou	Max TP	softOR	StWdsFlt	TruePositive	Precision	Recall	Accuracy	Error	F-measure	APres@5	APres@10	APres@20	APres@50	AveragePres	nDCG@5	nDCG@10	nDCG@20	nDCG@50	nDCG	MRR
Банкомат деньги не выдал, но со счета они снялись, что делать?	InfoSearch&W2V(avg10)	0.2	194	14	58	0,2	False	8	0.5714	0.1379	0.9979	0.0021	0.2222	0.3533	0.3589	0.2394	0.0958	0.342	0.5148	0.5423	0	0	0.5341	0.5
Банкомат деньги не выдал, но со счета они снялись, что делать?	InfoSearch&W2V(max)	0.2	194	14	58	0,2	False	8	0.5714	0.1379	0.9979	0.0021	0.2222	0.5433	0.4798	0.2707	0.1083	0.3866	0.6608	0.6321	0	0	0.5586	0.5
Банкомат деньги не выдал, но со счета они снялись, что делать?	InfoSearch&W2V(stopW+avg)	0.19	194	14	58	0,2	False	8	0.5714	0.1379	0.9979	0.0021	0.2222	0.8	0.6283	0.3505	0.1402	0.5008	0.8688	0.7752	0	0	0.6774	1.0
Банкомат деньги не выдал, но со счета они снялись, что делать?	InfoSearch&W2V(stopW+max)	0.23	194	14	58	0,2	False	8	0.5714	0.1379	0.9979	0.0021	0.2222	0.3533	0.4425	0.2498	0.0999	0.3569	0.5148	0.6118	0	0	0.541	0.5

вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch	2.15	10752	983	113	0,7	True	113	0.115	1.0	0.9669	0.0331	0.2062	0.0	0.0125	0.0063	0.0138	0.0138	0.0	0.0694	0.0448	0.101	0.1136	0.125
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(avg)	10.16	10752	983	113	0,7	True	113	0.115	1.0	0.9669	0.0331	0.2062	0.1	0.1161	0.1137	0.0588	0.0185	0.214	0.2817	0.2932	0.2048	0.1241	0.5
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(avg10)	9.77	10752	983	113	0,7	True	113	0.115	1.0	0.9669	0.0331	0.2062	0.0	0.01	0.0141	0.0341	0.0145	0.0	0.0636	0.0807	0.1655	0.1158	0.1
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(max)	9.47	10752	983	113	0,7	True	113	0.115	1.0	0.9669	0.0331	0.2062	0.55	0.325	0.2574	0.123	0.0236	0.6992	0.5232	0.4854	0.312	0.1354	1.0
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(stopW+avg)	6.4	10752	983	113	0,7	True	113	0.115	1.0	0.9669	0.0331	0.2062	0.0	0.0	0.0	0.0	0.0107	0.0	0.0	0.0	0.0	0.1058	0.0185
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(stopW+max)	10.68	10752	983	113	0,7	True	113	0.115	1.0	0.9669	0.0331	0.2062	0.2	0.125	0.099	0.0588	0.0169	0.3392	0.2895	0.2912	0.2212	0.1242	1.0

вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch	0.73	3392	277	113	0,6	True	37	0.1336	0.3274	0.988	0.012	0.1897	0.1	0.05	0.041	0.0343	0.0218	0.214	0.1389	0.1604	0.1643	0.139	0.5
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(avg)	3.55	3392	277	113	0,6	True	37	0.1336	0.3274	0.988	0.012	0.1897	0.18	0.14	0.098	0.0648	0.0284	0.3452	0.3024	0.2647	0.2322	0.1506	0.5
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(avg10)	29.7	3392	277	113	0,6	True	37	0.1336	0.3274	0.988	0.012	0.1897	0.05	0.025	0.0324	0.0414	0.0227	0.1461	0.0948	0.1369	0.182	0.1376	0.25
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(max)	2.9	3392	277	113	0,6	True	37	0.1336	0.3274	0.988	0.012	0.1897	0.55	0.3821	0.2546	0.1187	0.0397	0.6992	0.5907	0.4848	0.3095	0.1745	1.0
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(stopW+avg)	2.25	3392	277	113	0,6	True	37	0.1336	0.3274	0.988	0.012	0.1897	0.0	0.0	0.0097	0.01	0.0152	0.0	0.0	0.0718	0.0832	0.1219	0.0833
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(stopW+max)	3.72	3392	277	113	0,6	True	37	0.1336	0.3274	0.988	0.012	0.1897	0.2	0.125	0.0861	0.0535	0.0286	0.3392	0.2895	0.2587	0.206	0.1548	1.0

вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch	10.62	48920	1598	113	0,6	False	77	0.0482	0.6814	0.9407	0.0593	0.09	0.3333	0.2095	0.1333	0.108	0.0086	0.5087	0.4035	0.3306	0.3195	0.065	1.0
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(avg)	27.34	48920	1598	113	0,6	False	77	0.0482	0.6814	0.9407	0.0593	0.09	0.0	0.0143	0.0071	0.0115	0.0031	0.0	0.0734	0.0473	0.0878	0.0503	0.1429
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(avg10)	31.06	48920	1598	113	0,6	False	77	0.0482	0.6814	0.9407	0.0593	0.09	0.0	0.0	0.0	0.0057	0.0027	0.0	0.0	0.0	0.062	0.0487	0.0455
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(max)	33.22	48920	1598	113	0,6	False	77	0.0482	0.6814	0.9407	0.0593	0.09	0.55	0.325	0.2536	0.1193	0.007	0.6992	0.5232	0.4835	0.3095	0.0631	1.0
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(stopW+avg)	24.74	48920	1598	113	0,6	False	77	0.0482	0.6814	0.9407	0.0593	0.09	0.0	0.0	0.0	0.0021	0.003	0.0	0.0	0.0	0.0323	0.0492	0.0476
вчера снимала в банкомате Сбербанка зарплату… деньги банкомат не отдал, а со счета сняло…теперь получается, что я должна ждать месяц пока мне их вернут, а жить как я должна?	InfoSearch&W2V(stopW+max)	38.77	48920	1598	113	0,6	False	77	0.0482	0.6814	0.9407	0.0593	0.09	0.2	0.125	0.099	0.0586	0.0056	0.3392	0.2895	0.2912	0.221	0.0593	1.0

Что делать, если потерял карту	InfoSearch	0.08	49	26	68	0	False	0	0.0	0.0	0.9964	0.0036	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0
Что делать, если потерял карту	InfoSearch&W2V(avg)	0.16	49	26	68	0	False	0	0.0	0.0	0.9964	0.0036	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0
Что делать, если потерял карту	InfoSearch&W2V(avg10)	0.16	49	26	68	0	False	0	0.0	0.0	0.9964	0.0036	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0
Что делать, если потерял карту	InfoSearch&W2V(max)	0.16	49	26	68	0	False	0	0.0	0.0	0.9964	0.0036	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0
Что делать, если потерял карту	InfoSearch&W2V(stopW+avg)	0.19	49	26	68	0	False	0	0.0	0.0	0.9964	0.0036	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0
Что делать, если потерял карту	InfoSearch&W2V(stopW+max)	0.21	49	26	68	0	False	0	0.0	0.0	0.9964	0.0036	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0

Что делать, если потерял карту	InfoSearch	0.1	180	63	68	0,3	True	12	0.1905	0.1765	0.9959	0.0041	0.1832	0.0	0.0	0.0	0.0122	0.0238	0.0	0.0	0.0	0.0992	0.1414	0.0294
Что делать, если потерял карту	InfoSearch&W2V(avg)	0.23	180	63	68	0,3	True	12	0.1905	0.1765	0.9959	0.0041	0.1832	0.04	0.04	0.0479	0.0393	0.0407	0.1312	0.1488	0.172	0.1698	0.179	0.2
Что делать, если потерял карту	InfoSearch&W2V(avg10)	0.23	180	63	68	0,3	True	12	0.1905	0.1765	0.9959	0.0041	0.1832	0.0	0.0	0.0042	0.0303	0.0303	0.0	0.0	0.0384	0.156	0.1556	0.0833
Что делать, если потерял карту	InfoSearch&W2V(max)	0.22	180	63	68	0,3	True	12	0.1905	0.1765	0.9959	0.0041	0.1832	0.0	0.0	0.0	0.0206	0.0255	0.0	0.0	0.0	0.1308	0.1454	0.0385
Что делать, если потерял карту	InfoSearch&W2V(stopW+avg)	0.23	180	63	68	0,3	True	12	0.1905	0.1765	0.9959	0.0041	0.1832	0.0	0.0	0.0314	0.0317	0.0346	0.0	0.0	0.1407	0.1515	0.1634	0.0714
Что делать, если потерял карту	InfoSearch&W2V(stopW+max)	0.29	180	63	68	0,3	True	12	0.1905	0.1765	0.9959	0.0041	0.1832	0.0	0.0	0.0	0.0122	0.0238	0.0	0.0	0.0	0.0988	0.141	0.027

Что делать, если потерял карту	InfoSearch	2.61	10369	620	68	0,3	False	68	0.1097	1.0	0.979	0.021	0.1977	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.0	0.0	0.0987	0.0077
Что делать, если потерял карту	InfoSearch&W2V(avg)	3.82	10369	620	68	0,3	False	68	0.1097	1.0	0.979	0.021	0.1977	0.2	0.1	0.0685	0.0467	0.0168	0.3392	0.2201	0.2164	0.1963	0.1212	1.0
Что делать, если потерял карту	InfoSearch&W2V(avg10)	3.82	10369	620	68	0,3	False	68	0.1097	1.0	0.979	0.021	0.1977	0.0	0.0125	0.0223	0.0214	0.0159	0.0	0.0694	0.1156	0.1234	0.113	0.125
Что делать, если потерял карту	InfoSearch&W2V(max)	3.82	10369	620	68	0,3	False	68	0.1097	1.0	0.979	0.021	0.1977	0.0	0.0	0.0	0.017	0.0128	0.0	0.0	0.0	0.1174	0.1069	0.0417
Что делать, если потерял карту	InfoSearch&W2V(stopW+avg)	3.4	10369	620	68	0,3	False	68	0.1097	1.0	0.979	0.021	0.1977	0.0667	0.0583	0.0371	0.0348	0.0181	0.1696	0.1795	0.1487	0.1694	0.1182	0.3333
Что делать, если потерял карту	InfoSearch&W2V(stopW+max)	4.12	10369	620	68	0,3	False	68	0.1097	1.0	0.979	0.021	0.1977	0.0	0.0	0.0	0.0041	0.0148	0.0	0.0	0.0	0.0553	0.1088	0.0222

AT: как открыть вклад	InfoSearch	3.96	15782	190	70	0	True	70	0.3684	1.0	0.9954	0.0046	0.5385	0.0667	0.1095	0.0659	0.0954	0.1229	0.1696	0.2618	0.2024	0.2917	0.3475	0.3333
AT: как открыть вклад	InfoSearch&W2V(avg)	4.21	15782	190	70	0	True	70	0.3684	1.0	0.9954	0.0046	0.5385	0.2	0.2108	0.136	0.1038	0.13	0.3392	0.4315	0.3456	0.311	0.3662	1.0
AT: как открыть вклад	InfoSearch&W2V(avg10)	4.2	15782	190	70	0	True	70	0.3684	1.0	0.9954	0.0046	0.5385	0.2	0.1733	0.1514	0.1425	0.1322	0.3601	0.3635	0.3446	0.3554	0.3619	0.5
AT: как открыть вклад	InfoSearch&W2V(max)	4.2	15782	190	70	0	True	70	0.3684	1.0	0.9954	0.0046	0.5385	0.76	0.5792	0.6378	0.5719	0.2417	0.8539	0.7534	0.8061	0.7467	0.4391	1.0
AT: как открыть вклад	InfoSearch&W2V(stopW+avg)	4.17	15782	190	70	0	True	70	0.3684	1.0	0.9954	0.0046	0.5385	0.04	0.0722	0.0472	0.056	0.1123	0.1312	0.215	0.1722	0.214	0.3342	0.2
AT: как открыть вклад	InfoSearch&W2V(stopW+max)	4.31	15782	190	70	0	True	70	0.3684	1.0	0.9954	0.0046	0.5385	0.0667	0.1095	0.0659	0.0909	0.1252	0.1696	0.2618	0.2024	0.2793	0.3488	0.3333

AT: Здравствуйте. У меня ипотека, кредит на машину и ещё два потребительских кредита. Все почти заканчиваются, но сейчас у меня понизилась заработная плата. Может ли Ваш банк дать мне кредит, для погашения кредитов в других банках, в том числе и в вашем.	InfoSearch	18.64	75381	5558	5	0,6	True	5	0.0009	1.0	0.7886	0.2114	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0066
AT: Здравствуйте. У меня ипотека, кредит на машину и ещё два потребительских кредита. Все почти заканчиваются, но сейчас у меня понизилась заработная плата. Может ли Ваш банк дать мне кредит, для погашения кредитов в других банках, в том числе и в вашем.	InfoSearch&W2V(avg)	74.31	75381	5558	5	0,6	True	5	0.0009	1.0	0.7886	0.2114	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0048
AT: Здравствуйте. У меня ипотека, кредит на машину и ещё два потребительских кредита. Все почти заканчиваются, но сейчас у меня понизилась заработная плата. Может ли Ваш банк дать мне кредит, для погашения кредитов в других банках, в том числе и в вашем.	InfoSearch&W2V(avg10)	167.02	75381	5558	5	0,6	True	5	0.0009	1.0	0.7886	0.2114	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0101
AT: Здравствуйте. У меня ипотека, кредит на машину и ещё два потребительских кредита. Все почти заканчиваются, но сейчас у меня понизилась заработная плата. Может ли Ваш банк дать мне кредит, для погашения кредитов в других банках, в том числе и в вашем.	InfoSearch&W2V(max)	57.49	75381	5558	5	0,6	True	5	0.0009	1.0	0.7886	0.2114	0.0018	0.0	0.0125	0.0153	0.0105	0.0001	0.0	0.0694	0.0844	0.0769	0.0022	0.125
AT: Здравствуйте. У меня ипотека, кредит на машину и ещё два потребительских кредита. Все почти заканчиваются, но сейчас у меня понизилась заработная плата. Может ли Ваш банк дать мне кредит, для погашения кредитов в других банках, в том числе и в вашем.	InfoSearch&W2V(stopW+avg)	40.8	75381	5558	5	0,6	True	5	0.0009	1.0	0.7886	0.2114	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011	0.0169
AT: Здравствуйте. У меня ипотека, кредит на машину и ещё два потребительских кредита. Все почти заканчиваются, но сейчас у меня понизилась заработная плата. Может ли Ваш банк дать мне кредит, для погашения кредитов в других банках, в том числе и в вашем.	InfoSearch&W2V(stopW+max)	61.86	75381	5558	5	0,6	True	5	0.0009	1.0	0.7886	0.2114	0.0018	0.0	0.0167	0.0174	0.007	0.0001	0.0	0.0784	0.0902	0.0492	0.002	0.1667

AT: Здравствуйте. У меня ипотека, кредит на машину и ещё два потребительских кредита. Все почти заканчиваются, но сейчас у меня понизилась заработная плата. Может ли Ваш банк дать мне кредит, для погашения кредитов в других банках, в том числе и в вашем.	InfoSearch	22.4	140981	8710	5	0,6	False	5	0.0006	1.0	0.6685	0.3315	0.0011	0.0	0.0	0.0	0.0057	0.0	0.0	0.0	0.0	0.0615	0.0012	0.0385
